"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202205","2022 May","163","Waterford, Co. Waterford","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202205","2022 May","164","Wexford, Co. Wexford","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202205","2022 May","165","Wicklow, Co. Wicklow","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202205","2022 May","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202205","2022 May","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202205","2022 May","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202205","2022 May","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","-","All driving test centres","Weeks","8.3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","100","Athlone, Co. Westmeath","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","101","Ballina, Co. Mayo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","102","Birr, Co. Offaly","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","103","Birr (County Arms Hotel), Co. Offaly","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","104","Buncrana, Co. Donegal","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","106","Carlow Talbot Hotel, Co. Carlow","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","107","Carrick On Shannon, Co. Leitrim","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","108","Castlebar, Co. Mayo","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","109","Cavan, Co. Cavan","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","110","Charlestown (Dublin), Co. Dublin","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","111","Clifden, Co. Galway","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","112","Clonmel, Co. Tipperary","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","115","Cork (Wilton), Co. Cork","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","116","Donegal, Co. Donegal","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","117","Drogheda, Co. Louth","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","119","Dundalk, Co. Louth","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","120","Dungarvan, Co. Waterford","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","121","Ennis, Co. Clare","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","122","Finglas, Co. Dublin","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","123","Galway (Carnmore), Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","124","Galway (Westside), Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","125","Gorey, Co. Wexford","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","128","Killarney, Co. Kerry","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","129","Killester, Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","130","Kilrush, Co. Clare","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","131","Letterkenny, Co. Donegal","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","132","Limerick - Castlemungret, Co. Limerick","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","133","Limerick - Woodview, Co. Limerick","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","135","Longford, Co. Longford","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","136","Loughrea, Co. Galway","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","140","Monaghan, Co. Monaghan","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","141","Mulhuddart, Co. Dublin","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","143","Mulhuddart Maple House, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","144","Mullingar, Co. Westmeath","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","145","Naas, Co. Kildare","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","146","Navan, Co. Meath","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","147","Nenagh, Co. Tipperary","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","148","Newcastle West, Co. Limerick","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","150","Portlaoise, Co. Laois","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","151","Raheny, Co. Dublin","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","152","Roscommon, Co. Roscommon","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","153","Shannon, Co. Clare","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","154","Skibbereen, Co. Cork","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","155","Sligo, Co. Sligo","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","156","Tallaght, Co. Dublin","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","157","Thurles, Co. Tipperary","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","158","Tipperary, Co. Tipperary","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","159","Tralee, Co. Kerry","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","161","Tuam, Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","162","Tullamore, Co. Offaly","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","163","Waterford, Co. Waterford","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","164","Wexford, Co. Wexford","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","165","Wicklow, Co. Wicklow","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202206","2022 June","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","-","All driving test centres","Weeks","9.8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","100","Athlone, Co. Westmeath","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","101","Ballina, Co. Mayo","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","102","Birr, Co. Offaly","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","103","Birr (County Arms Hotel), Co. Offaly","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","104","Buncrana, Co. Donegal","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","106","Carlow Talbot Hotel, Co. Carlow","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","107","Carrick On Shannon, Co. Leitrim","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","108","Castlebar, Co. Mayo","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","109","Cavan, Co. Cavan","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","110","Charlestown (Dublin), Co. Dublin","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","111","Clifden, Co. Galway","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","112","Clonmel, Co. Tipperary","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","115","Cork (Wilton), Co. Cork","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","116","Donegal, Co. Donegal","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","117","Drogheda, Co. Louth","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","119","Dundalk, Co. Louth","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","120","Dungarvan, Co. Waterford","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","121","Ennis, Co. Clare","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","122","Finglas, Co. Dublin","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","123","Galway (Carnmore), Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","124","Galway (Westside), Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","125","Gorey, Co. Wexford","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","128","Killarney, Co. Kerry","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","129","Killester, Co. Dublin","Weeks","31"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","130","Kilrush, Co. Clare","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","131","Letterkenny, Co. Donegal","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","132","Limerick - Castlemungret, Co. Limerick","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","133","Limerick - Woodview, Co. Limerick","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","135","Longford, Co. Longford","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","136","Loughrea, Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","140","Monaghan, Co. Monaghan","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","141","Mulhuddart, Co. Dublin","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","143","Mulhuddart Maple House, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","144","Mullingar, Co. Westmeath","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","145","Naas, Co. Kildare","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","146","Navan, Co. Meath","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","147","Nenagh, Co. Tipperary","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","148","Newcastle West, Co. Limerick","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","150","Portlaoise, Co. Laois","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","151","Raheny, Co. Dublin","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","152","Roscommon, Co. Roscommon","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","153","Shannon, Co. Clare","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","154","Skibbereen, Co. Cork","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","155","Sligo, Co. Sligo","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","156","Tallaght, Co. Dublin","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","157","Thurles, Co. Tipperary","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","158","Tipperary, Co. Tipperary","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","159","Tralee, Co. Kerry","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","161","Tuam, Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","162","Tullamore, Co. Offaly","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","163","Waterford, Co. Waterford","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","164","Wexford, Co. Wexford","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","165","Wicklow, Co. Wicklow","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202207","2022 July","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","-","All driving test centres","Weeks","13.8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","100","Athlone, Co. Westmeath","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","101","Ballina, Co. Mayo","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","102","Birr, Co. Offaly","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","103","Birr (County Arms Hotel), Co. Offaly","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","104","Buncrana, Co. Donegal","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","106","Carlow Talbot Hotel, Co. Carlow","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","107","Carrick On Shannon, Co. Leitrim","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","108","Castlebar, Co. Mayo","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","109","Cavan, Co. Cavan","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","110","Charlestown (Dublin), Co. Dublin","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","111","Clifden, Co. Galway","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","112","Clonmel, Co. Tipperary","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","115","Cork (Wilton), Co. Cork","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","116","Donegal, Co. Donegal","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","117","Drogheda, Co. Louth","Weeks","30"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","119","Dundalk, Co. Louth","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","120","Dungarvan, Co. Waterford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","121","Ennis, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","122","Finglas, Co. Dublin","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","123","Galway (Carnmore), Co. Galway","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","124","Galway (Westside), Co. Galway","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","125","Gorey, Co. Wexford","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","128","Killarney, Co. Kerry","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","129","Killester, Co. Dublin","Weeks","35"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","130","Kilrush, Co. Clare","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","131","Letterkenny, Co. Donegal","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","132","Limerick - Castlemungret, Co. Limerick","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","133","Limerick - Woodview, Co. Limerick","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","135","Longford, Co. Longford","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","136","Loughrea, Co. Galway","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","140","Monaghan, Co. Monaghan","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","141","Mulhuddart, Co. Dublin","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","143","Mulhuddart Maple House, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","144","Mullingar, Co. Westmeath","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","145","Naas, Co. Kildare","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","146","Navan, Co. Meath","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","147","Nenagh, Co. Tipperary","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","148","Newcastle West, Co. Limerick","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","150","Portlaoise, Co. Laois","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","151","Raheny, Co. Dublin","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","152","Roscommon, Co. Roscommon","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","153","Shannon, Co. Clare","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","154","Skibbereen, Co. Cork","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","155","Sligo, Co. Sligo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","156","Tallaght, Co. Dublin","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","157","Thurles, Co. Tipperary","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","158","Tipperary, Co. Tipperary","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","159","Tralee, Co. Kerry","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","161","Tuam, Co. Galway","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","162","Tullamore, Co. Offaly","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","163","Waterford, Co. Waterford","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","164","Wexford, Co. Wexford","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","165","Wicklow, Co. Wicklow","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202208","2022 August","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","-","All driving test centres","Weeks","14.6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202209","2022 September","100","Athlone, Co. Westmeath","Weeks","15"
