"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","125","Gorey, Co. Wexford","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","128","Killarney, Co. Kerry","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","129","Killester, Co. Dublin","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","130","Kilrush, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","131","Letterkenny, Co. Donegal","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","132","Limerick - Castlemungret, Co. Limerick","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","133","Limerick - Woodview, Co. Limerick","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","135","Longford, Co. Longford","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","136","Loughrea, Co. Galway","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","140","Monaghan, Co. Monaghan","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","141","Mulhuddart, Co. Dublin","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","143","Mulhuddart Maple House, Co. Dublin","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","144","Mullingar, Co. Westmeath","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","145","Naas, Co. Kildare","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","146","Navan, Co. Meath","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","147","Nenagh, Co. Tipperary","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","148","Newcastle West, Co. Limerick","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","150","Portlaoise, Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","151","Raheny, Co. Dublin","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","152","Roscommon, Co. Roscommon","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","153","Shannon, Co. Clare","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","154","Skibbereen, Co. Cork","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","155","Sligo, Co. Sligo","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","156","Tallaght, Co. Dublin","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","157","Thurles, Co. Tipperary","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","158","Tipperary, Co. Tipperary","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","159","Tralee, Co. Kerry","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","161","Tuam, Co. Galway","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","162","Tullamore, Co. Offaly","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","163","Waterford, Co. Waterford","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","164","Wexford, Co. Wexford","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","165","Wicklow, Co. Wicklow","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","167","Galway (Clybaun Hotel), Co. Galway","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202509","2025 September","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","-","All driving test centres","Weeks","11.5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","100","Athlone, Co. Westmeath","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","101","Ballina, Co. Mayo","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","102","Birr, Co. Offaly","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","104","Buncrana, Co. Donegal","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","105","Carlow, Co. Carlow","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","106","Carlow Talbot Hotel, Co. Carlow","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","107","Carrick On Shannon, Co. Leitrim","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","108","Castlebar, Co. Mayo","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","109","Cavan, Co. Cavan","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","110","Charlestown (Dublin), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","111","Clifden, Co. Galway","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","112","Clonmel, Co. Tipperary","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","115","Cork (Wilton), Co. Cork","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","116","Donegal, Co. Donegal","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","119","Dundalk, Co. Louth","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","120","Dungarvan, Co. Waterford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","121","Ennis, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","122","Finglas, Co. Dublin","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","123","Galway (Carnmore), Co. Galway","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","124","Galway (Westside), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","125","Gorey, Co. Wexford","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","128","Killarney, Co. Kerry","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","129","Killester, Co. Dublin","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","130","Kilrush, Co. Clare","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","131","Letterkenny, Co. Donegal","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","132","Limerick - Castlemungret, Co. Limerick","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","133","Limerick - Woodview, Co. Limerick","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","135","Longford, Co. Longford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","136","Loughrea, Co. Galway","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","140","Monaghan, Co. Monaghan","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","141","Mulhuddart, Co. Dublin","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","143","Mulhuddart Maple House, Co. Dublin","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","144","Mullingar, Co. Westmeath","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","145","Naas, Co. Kildare","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","146","Navan, Co. Meath","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","147","Nenagh, Co. Tipperary","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","148","Newcastle West, Co. Limerick","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","150","Portlaoise, Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","151","Raheny, Co. Dublin","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","152","Roscommon, Co. Roscommon","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","153","Shannon, Co. Clare","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","154","Skibbereen, Co. Cork","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","155","Sligo, Co. Sligo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","156","Tallaght, Co. Dublin","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","157","Thurles, Co. Tipperary","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","158","Tipperary, Co. Tipperary","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","159","Tralee, Co. Kerry","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","161","Tuam, Co. Galway","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","162","Tullamore, Co. Offaly","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","163","Waterford, Co. Waterford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","164","Wexford, Co. Wexford","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","165","Wicklow, Co. Wicklow","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","167","Galway (Clybaun Hotel), Co. Galway","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202510","2025 October","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","-","All driving test centres","Weeks","11.4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","100","Athlone, Co. Westmeath","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","101","Ballina, Co. Mayo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","102","Birr, Co. Offaly","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","104","Buncrana, Co. Donegal","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","105","Carlow, Co. Carlow","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","106","Carlow Talbot Hotel, Co. Carlow","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","107","Carrick On Shannon, Co. Leitrim","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","108","Castlebar, Co. Mayo","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","109","Cavan, Co. Cavan","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","110","Charlestown (Dublin), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","111","Clifden, Co. Galway","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","112","Clonmel, Co. Tipperary","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","115","Cork (Wilton), Co. Cork","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","116","Donegal, Co. Donegal","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","119","Dundalk, Co. Louth","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","120","Dungarvan, Co. Waterford","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","121","Ennis, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","122","Finglas, Co. Dublin","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","123","Galway (Carnmore), Co. Galway","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","124","Galway (Westside), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","125","Gorey, Co. Wexford","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","128","Killarney, Co. Kerry","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","129","Killester, Co. Dublin","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","130","Kilrush, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","131","Letterkenny, Co. Donegal","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","132","Limerick - Castlemungret, Co. Limerick","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","133","Limerick - Woodview, Co. Limerick","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","135","Longford, Co. Longford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","136","Loughrea, Co. Galway","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","140","Monaghan, Co. Monaghan","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","141","Mulhuddart, Co. Dublin","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","143","Mulhuddart Maple House, Co. Dublin","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","144","Mullingar, Co. Westmeath","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","145","Naas, Co. Kildare","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","146","Navan, Co. Meath","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","147","Nenagh, Co. Tipperary","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","148","Newcastle West, Co. Limerick","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","150","Portlaoise, Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","151","Raheny, Co. Dublin","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","152","Roscommon, Co. Roscommon","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","153","Shannon, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","154","Skibbereen, Co. Cork","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","155","Sligo, Co. Sligo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","156","Tallaght, Co. Dublin","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","157","Thurles, Co. Tipperary","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","158","Tipperary, Co. Tipperary","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","159","Tralee, Co. Kerry","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","161","Tuam, Co. Galway","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","162","Tullamore, Co. Offaly","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","163","Waterford, Co. Waterford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","164","Wexford, Co. Wexford","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","165","Wicklow, Co. Wicklow","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","167","Galway (Clybaun Hotel), Co. Galway","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202511","2025 November","170","Mitchelstown, Co. Cork","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","-","All driving test centres","Weeks","10.6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","100","Athlone, Co. Westmeath","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","101","Ballina, Co. Mayo","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","102","Birr, Co. Offaly","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","104","Buncrana, Co. Donegal","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","105","Carlow, Co. Carlow","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","106","Carlow Talbot Hotel, Co. Carlow","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","107","Carrick On Shannon, Co. Leitrim","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","108","Castlebar, Co. Mayo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","109","Cavan, Co. Cavan","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","110","Charlestown (Dublin), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","111","Clifden, Co. Galway","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","112","Clonmel, Co. Tipperary","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","115","Cork (Wilton), Co. Cork","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","116","Donegal, Co. Donegal","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","119","Dundalk, Co. Louth","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","120","Dungarvan, Co. Waterford","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","121","Ennis, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","122","Finglas, Co. Dublin","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","123","Galway (Carnmore), Co. Galway","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","124","Galway (Westside), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","125","Gorey, Co. Wexford","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","128","Killarney, Co. Kerry","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","129","Killester, Co. Dublin","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","130","Kilrush, Co. Clare","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","131","Letterkenny, Co. Donegal","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","132","Limerick - Castlemungret, Co. Limerick","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202512","2025 December","133","Limerick - Woodview, Co. Limerick","Weeks","15"
